Sum,C,D,E,F,G,J,N,O,P,Q,R,S,T,fraud
1.0,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-5.052502367,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,1
372.4843892,-3.294224403,2.202092646,-3.213835241,0.112646252,-1.949650791,-5.577487733,-6.266556368,-0.012154904,-3.770867666,-7.234071536,-2.761730531,-0.100959369,0.320259137,1
5.38,1.202276506,3.085825535,-0.80748543,0.387811446,-0.867502691,1.105160619,0.244094284,-0.212330746,-0.597706175,0.947418348,-0.11363292,0.990314818,-0.61614379,0
56.0,-0.699017341,-0.157717081,0.591944902,-0.766202802,0.605780947,-0.476334066,0.285759857,0.004399103,-0.107191385,1.353956206,0.897057427,-0.389185165,-0.536782767,0
121.08,0.667301724,3.56263233,0.595329008,-1.492775375,-0.125858756,0.061763839,-0.953195737,1.266632547,1.249324899,0.737736442,0.49930888,-0.215594222,-2.474995003,0
34.12,0.231925203,1.704443009,1.889118076,4.682058448,-0.458256106,1.961069891,-0.542415048,0.55556807,-0.052567365,-0.307068187,0.600526383,1.232225243,0.432317192,0
4.0,0.46012071,0.211103639,-0.091420375,0.392836612,-0.229376382,-0.175365215,0.155029909,0.021628428,-0.531970207,0.19289047,-1.192892718,-0.207072251,-0.10970082,0
40.6,2.085969092,0.618857399,0.078510072,0.996804224,-0.021776047,-0.844632424,-0.550407765,-2.888226545,-0.636312121,0.208899037,-0.54971122,0.037510458,-0.149803962,0
1.0,-23.90820606,11.81787255,-9.965800135,-2.539076619,-17.42592212,-12.88494781,-13.18281634,-0.411287176,-7.716724059,-11.58582568,-4.733883042,0.572009494,0.999014979,1
27.64,-2.3296488,1.447850795,1.208139541,-1.055764067,0.620732421,-1.213950997,-2.938581646,0.226563143,1.093979479,2.221793174,2.277809411,-0.109911172,0.141024087,0
5.49,-1.610494833,0.349892401,0.367335788,-0.665185973,0.08317757,-0.207695727,-0.611171633,-0.494928293,0.464483233,0.298001924,0.142472119,0.271439586,-0.151264303,0
25.49889085,-7.913416189,4.319273193,-4.584876518,-3.253152946,-8.257766273,-11.64580976,-15.53742651,1.336897237,-11.81911571,-18.82404793,-7.101810395,2.580797937,1.384050909,1
13.78,2.568598265,0.306440313,-0.462280542,1.512850396,-0.442254407,-0.491376197,-1.617759279,-0.910131124,-1.102950454,0.667297655,-0.531904292,1.686310041,0.170732295,0
1199.42,-3.063469226,0.857816669,-0.139426452,1.8712743,1.302172314,-0.490077408,0.723514284,-0.195672639,-0.721136704,0.31437352,-1.068957088,-0.63957675,2.1402743,0
0.99,0.236753258,-1.001029488,0.714140146,-0.678686232,0.923876413,0.389227185,0.167654527,-1.054016382,0.102246608,-0.784992458,-0.154056878,0.329659577,0.21842069,0
7.681177342,-1.912008725,2.562211495,-0.341010984,-1.083504162,-2.681642088,-2.751811652,-4.794425353,1.254791079,-2.540514977,-3.813691693,-1.501015252,0.403928481,-0.228031363,1
0.77,-1.850542064,-1.676313044,1.357802493,-1.032409242,1.605968929,1.577455249,0.224648757,0.071242482,-0.576106969,-0.762409272,-0.16578093,-0.018182876,0.76043452,0
6.68,0.080918389,0.897788154,1.031433848,-0.858928106,1.578216943,0.534259657,0.258347874,-0.242192107,-1.305177672,0.094787066,-0.380519582,0.736240134,0.215949593,0
413.21,3.471480814,4.289432103,0.308936514,0.620977993,-0.619557804,0.417259622,-0.15944981,-1.117593031,-0.49234352,1.058011453,0.586229779,1.055600899,0.162397299,0
214.4877977,-7.921106532,3.476422931,-5.781054665,-1.881692393,-4.963125479,-4.629727914,-5.433485112,1.320136801,-3.108696565,-5.077675294,-1.886669825,0.347915422,0.459824701,1
6.56,1.287502055,0.068538612,0.015291002,-0.988499432,0.70775103,-0.509648252,-0.401331079,0.909343851,0.389186031,0.016408875,-0.120515579,-0.091131179,0.114872181,0
66.9603297,-17.50323304,9.235972936,-14.27530482,-2.170500544,-17.55728978,-14.17432979,-7.331795376,0.253213979,-10.3993547,-20.44336443,-8.50060431,3.238484372,-0.814552953,1
30.37,1.014791343,2.813556667,0.707276024,0.164169977,0.795519989,-0.033210763,1.908496234,0.104565817,-0.156380711,0.691053544,0.270820401,1.05868168,0.175388151,0
84.181401,-16.86800146,6.889993176,-10.15739557,-3.500226539,-16.51886066,-16.34240456,-12.16920266,-1.654052071,-11.39222097,-16.91116563,-6.475123141,2.340695267,0.576802943,1
114.32,1.355125833,-0.000232426,0.120654442,1.569281166,0.932275959,-0.025707431,-0.476686869,0.719117217,-1.821050207,1.203137584,-2.688533694,-1.337038961,-0.190284502,0
1.99,0.34947243,-0.677093142,0.398009418,-0.862897588,0.888550804,-0.233053271,0.368893066,-1.080592605,0.088573778,-0.609699823,-0.250344281,0.172616431,-0.050714275,0
11.09,-0.218352603,0.417654412,-0.253378164,2.414849896,-1.818078353,-0.61833151,-1.639616102,-0.016675997,0.103138447,1.199676151,0.016273121,-0.964044905,-0.296753307,0
452.96,-0.344523145,0.538016071,-1.000406091,-0.778392448,0.60820207,-0.191328826,0.709110005,-0.426569508,-0.044321408,-0.039831067,-0.090079344,0.375280847,0.745772387,0
11.61,1.335738119,-0.402198135,-0.078240486,0.169139656,-0.068189335,-0.354780059,1.470496009,-0.576958763,0.230162342,0.107782294,0.812461749,0.648963289,-0.361961017,0
1.0,-0.596076943,-0.545433352,1.437471081,-0.38506544,0.497555426,0.200168685,1.986966349,-0.765828618,-0.070133,-0.230272101,1.210385519,0.338583812,0.171278997,0
0.966535596,-5.941656432,6.552438927,-0.975303313,-1.600785291,-4.649069842,-6.736020358,-11.05180763,-3.156574123,-6.169480065,-10.84324544,-3.309396153,-0.264692893,0.767439336,1
1.0,-0.399509288,0.152832075,-0.511120609,-0.339746129,-0.56059317,-0.052081249,0.276417063,0.401693966,0.516545582,-1.01620572,0.626700147,0.263955374,-0.233612527,0
30.82,0.032971207,0.796282544,0.288683648,-0.196647039,0.300676694,0.103272419,0.435023704,0.130428084,0.51083389,-0.997350977,-0.03789865,0.496160412,0.002253661,0
3400.0,-3.060230237,-1.1598674,-9.935884618,3.988740966,6.983349404,-4.323095077,-0.97937001,1.562016383,2.55798054,1.63040416,1.16343869,-2.63220835,-2.711807593,0
17.49,1.748028219,-0.43990808,0.343307503,-0.102459937,0.20918365,-0.784881965,-0.64929417,-0.645433095,0.407115552,-0.76331936,0.10508486,-0.418687556,-0.163374724,0
0.99,0.269899739,-0.600246714,0.438044514,-1.095539525,0.999801485,-0.407305337,0.11879865,-0.393211238,-0.073322695,-0.427801469,-0.722827123,-0.059824882,-0.044764219,0
2.980310743,-1.674605653,1.497117302,-1.181201227,-1.673265714,-1.836349149,-3.897849373,-4.284891014,0.754575516,-3.17165611,-4.428824429,-2.458644232,-0.07978832,0.190959619,1
10.0,2.628418365,0.313140888,-1.554788946,1.137001949,-0.980586945,1.972092577,-2.140849528,-1.364476493,-2.339843722,0.456446384,1.620251468,0.080332148,0.515905415,0
6.102502107,-3.299518908,3.683891801,0.761320111,-0.265278814,-1.131083771,-1.19122169,-5.337745123,-0.268261615,-1.282249375,-1.981794231,0.001448739,0.452965726,-0.140187906,1
31.76592998,-1.297506525,3.82514677,0.496049776,-1.169184271,-4.977628381,-3.269783246,-6.23240444,0.973848986,-6.785682463,-9.569665634,-4.329073919,2.483836887,-0.01931742,1
105.28,-3.542729186,-1.80468776,2.931772705,2.874135497,-0.396671245,0.663905299,1.126029879,-0.081639726,-2.234682625,0.421283264,0.648933131,-0.572318735,-1.358078925,0
5.81726183,-0.24844048,3.680967717,-1.352500495,0.512026894,-2.682284086,-1.373497031,-2.011542495,0.700478207,-1.775923003,-4.825470365,-0.567522564,1.373590435,0.4563247,1
1.39,-7.18876733,-1.408213689,-6.220922947,1.029025165,-9.074940016,-1.000191491,5.209235748,-0.956904857,2.466988379,2.617099628,1.16771495,-0.096874155,-2.852653876,0
7.99,0.499617726,0.792943748,-0.240455623,-0.367159178,-0.237303773,-0.504376076,1.570734733,-0.00405732,0.338510099,0.881760189,0.069814623,-0.542666179,-0.198226665,0
188.8562586,-1.513938779,4.008616152,-0.811153292,-0.274300821,-3.838379114,-3.373977692,-6.228520727,0.968245498,-6.14996018,-9.893216626,-4.116101022,1.786718296,-0.25592315,1
1.0,-8.094139455,8.005351473,2.640750214,-3.381586453,-1.934372441,-3.051210355,-10.7163393,0.656516978,-1.142467272,0.918590809,1.126335223,0.092973478,-0.634747081,1
0.89,-2.956709524,1.015559464,0.826484076,-1.35202747,0.785358117,1.749772865,-4.141689433,1.569809645,0.435420681,2.888214162,1.090317741,-0.905121619,1.260287146,0
229.000223,-4.720313294,3.805824294,0.813388807,-1.020407311,0.382012731,-2.06782501,-5.115951169,-0.751788277,-0.634402572,-1.018444828,0.329851868,-0.594680424,-0.389359051,1
53.73277346,-11.08073948,3.653564882,-8.203541551,-2.494625346,-8.591749118,-5.438184641,-5.734375889,0.986539905,-4.04062745,-7.886115206,-3.074001019,0.154951895,0.849794861,1
40.13,-0.654855524,1.656494213,-0.285069737,-0.240284282,-0.159655437,0.020851744,-0.419673216,-1.408575951,-0.798040922,0.019365264,-0.295693973,-0.185453858,-0.200821829,0
464.8166397,-4.573692527,3.858939288,-2.000902782,-1.490845185,-3.110920243,-6.047667709,-8.789732494,-0.000304713,-4.303146991,-9.068947847,-2.551881496,0.24800824,1.710592798,1
34.35,1.201519621,-2.736442369,-0.569353339,-1.283355218,-0.05173113,0.68261912,-0.552249539,-0.907484482,-0.642203865,0.44339739,-0.318936206,-0.96636452,-0.519529007,0
138.4500143,-13.53732428,7.5531468,-10.63521269,-3.082296394,-12.82921223,-13.04533689,-11.40150626,0.107200384,-11.03396913,-21.82393209,-8.970692953,2.524441367,-0.759404276,1
5.0,1.520466944,-0.357684581,-1.818708416,0.611189717,-1.707750078,0.44978713,-1.083911113,-1.976474427,0.88163209,0.560937492,-0.680897923,1.405845562,0.01016562,0
78.77883709,1.590354804,1.017944239,0.019216738,0.988117039,-0.532179918,-0.088003767,-0.999008862,-0.25867484,-1.615337173,-0.085648785,-0.463034268,0.557063378,-0.507561753,1
19.95,1.373425846,-1.463074075,-0.083527553,-0.10457292,0.241625498,0.033166577,-0.251209925,0.532714232,0.754400929,0.455206351,-1.430129511,2.195764068,0.273095583,0
4.26,0.195611836,-0.763811252,0.741411353,-0.644562922,0.904567088,-0.256114996,0.15841726,-1.151859975,0.163260582,-0.812932316,-0.229251099,0.3217997,0.046445441,0
9.848541781,-1.810304422,3.122169931,-0.468799541,-0.659485248,-1.756635104,-3.029872572,-5.578465085,0.202298771,-2.324126686,-4.662024096,-1.425012464,0.107662057,0.322059917,1
16.30234163,-4.029251895,6.758517353,-2.928721306,0.769121897,-7.439986547,-4.906104363,-2.97334483,-0.66124814,-4.76855558,-7.743745451,-3.067561305,1.654138374,2.051443176,1
44.39,0.948379539,2.724619392,0.200377826,0.650952501,0.268376868,0.756261287,-0.009765917,-0.845720877,1.435157099,-0.965127603,-0.249188061,-1.692513369,-0.399717149,0
99.99,-22.45623168,6.114971225,-15.14286576,-4.345242893,-15.642645,-8.860534689,-8.582772857,0.001019701,-6.949511574,-13.47529841,-4.940346097,1.230815996,1.582892524,1
165.0,1.830990824,-1.746885543,-1.644694437,-0.11113332,0.203476313,1.096417415,-0.603955205,-1.376015054,-0.815412889,0.672669548,0.293009874,0.528531601,0.068683483,0
1.29,0.196235965,0.496997889,-0.125903238,-0.553357805,-0.003079757,-0.122100257,-0.171716375,0.383811404,0.756257875,-0.392906013,0.265601911,0.212948198,-0.040409485,0
75.79,0.48517435,1.236895707,-0.491336904,0.432127941,0.166617378,-0.427374609,0.537786263,0.259615789,-0.821685581,0.784548874,-0.455732837,0.938580822,-0.13250012,0
140.0,1.053977953,0.246801708,-1.257598607,0.320027108,-0.711620541,-0.363995656,-0.12041085,-0.656970678,-0.218604132,0.298355159,-0.528526912,0.283930703,0.10872347,0
7.0,-1.76431632,0.565844964,0.137983492,-1.359014856,0.434194287,1.161449804,0.569657362,0.023313851,-1.999012163,-0.152715245,0.773095142,-1.221158561,-0.664189626,0
50.0,-1.383857371,-0.726129871,1.724819452,0.705198312,1.226350235,-0.871203111,-1.097063515,0.330186473,-0.811904655,1.342836905,-1.041105332,-1.354862135,-0.284473803,0
96.6,0.251449508,-1.179916961,-0.71472037,0.534450429,-0.368502959,0.174596923,-0.01360507,-2.80679181,-1.897637192,0.474490558,0.934535264,0.116157795,-1.067776672,0
9.99,0.043203595,0.594899632,-0.053385321,-0.707385924,0.254924646,-0.066301949,0.434928667,1.038232509,-0.294165615,-0.011349556,-0.940679828,-0.472826761,-0.128613019,0
0.76,-2.427445886,0.995359366,2.454936081,0.005818331,1.041050551,-0.717823802,-2.183025036,0.548601573,-0.241061129,2.384573664,1.931918779,3.107753251,0.357126242,0
135.2897032,-7.860640087,6.42837554,-5.449064489,-0.336088292,-8.80728572,-7.76292595,-8.091325303,0.564388599,-6.407337103,-13.62949249,-4.390931746,1.67018369,-0.595504472,1
69.54,0.759196299,0.738905594,-0.784782116,-0.518100068,-0.222459215,-0.129654317,0.24571144,1.43388363,0.05064745,-0.055122813,-0.619736122,-0.813812767,-0.028590897,0
42.81,1.297896395,0.481631347,0.357135023,-0.283028778,1.000098165,-0.531267574,0.040709755,0.81552185,-0.386451229,-0.214988318,-0.583433577,-0.605543662,0.045943187,0
49.70350826,-4.989047418,5.262148924,-0.684358782,-0.813530697,-2.486999622,-2.211101468,-6.964083103,-0.99066323,-2.537030521,-5.883054184,-1.873962689,-0.861391247,-0.430059282,1
0.99,-1.059014871,0.417445373,-0.143323746,-1.218268025,0.187017293,0.072283414,0.266430878,0.034106247,-0.110107042,-0.287534278,-0.878468544,0.14270604,-0.223331213,0
18.0,-1.039495998,-1.889952928,-0.72466244,0.363994106,-1.307922409,1.669890724,-0.731188325,-0.839010319,-0.037593794,-0.240432688,0.629665641,0.399694673,-0.261847071,0
1.98,-0.337862948,-1.109941107,3.138746301,3.764204619,-0.024436538,-0.365533747,0.445458185,0.904176323,-0.622790195,0.095153077,-0.667303563,1.207474787,-0.226938139,0
70.04,0.573261236,1.565243947,-0.427369365,-0.458568402,0.196578655,-0.168845953,0.011704129,-0.18123876,-0.894484411,0.430723469,-1.201820183,-0.591768099,-0.050257146,0
1.29,-2.031421445,0.088664342,0.968258999,-0.038402434,0.115675687,-0.230474165,-0.853849168,-0.516101796,0.731233881,-0.138801068,0.377812356,0.666445181,-0.068110773,0
7.99,1.298163759,-0.072419025,0.648280618,0.868949886,0.386309547,-0.701830283,-0.249608246,1.981348255,-0.968466204,1.341837324,-2.163212183,-1.764776797,-0.035771602,0
7.54,1.220767525,3.665039437,5.005866012,-1.16814842,-1.535036237,1.068244918,1.726756797,-2.180277875,0.988284993,-0.410770332,0.271632169,-0.489715898,-0.641604076,0
9.99,-1.020968217,-0.555744457,-0.638643765,-1.327722418,-0.071013614,-0.468591335,0.920272768,-0.487653162,0.233171516,0.081411748,-0.670562797,-0.163860502,-0.10736445,0
74.99,-0.241543514,0.482563293,-1.078637445,-0.354712038,-0.781918494,0.196812624,0.296060097,-0.165486635,0.573495025,-0.597825852,0.68006844,-0.02333779,-0.161210996,0
1.29,-0.313090343,-0.863899032,0.930206525,-1.174343702,1.105421754,-0.867325678,-0.926812482,-0.65254467,0.287739078,0.354008283,-0.443296442,-0.994543277,-0.125200433,0
1.0,0.475037477,-1.448639481,-1.483853505,-0.704369547,-1.034554683,1.617679969,-0.099719356,-0.126632768,-0.202509924,0.260815166,0.460632172,0.050390291,-0.347499292,0
39.98,-0.230022012,0.013337051,-0.158382612,-1.006419751,0.288104867,-0.115210743,0.383723144,0.903336067,0.19600986,-0.378874098,-0.447643341,0.268745987,3.83e-07,0
6.95,0.691889271,1.240466662,-0.642001555,-1.19646897,0.121227023,-0.004123057,0.370527309,0.987028256,0.020552261,-0.280154956,-0.334999359,-0.573580441,-0.153336857,0
65.85,1.460146681,-1.640463134,-0.213349175,-1.203166649,0.639203273,0.200575028,-0.248528773,0.138451341,1.077980368,-0.008303991,-1.19097092,0.027773628,0.251082718,0
1.0,1.344487575,1.464784327,-0.928065905,0.8388855,-0.975641425,-0.062975634,-0.174116593,-1.015409499,-0.318425443,0.129298496,0.194043384,-0.183660399,-0.273681652,0
33.51,0.534975672,0.848993863,-0.456894026,-0.66902897,0.107347202,-0.24645456,-0.337405793,-0.358493289,-0.343853707,-0.045653959,-0.877374549,0.200515851,0.022691141,0
227.44,1.082875945,2.340427698,0.671657758,1.214398121,2.163309422,1.07353874,0.415536993,-0.88993374,0.541092351,-0.748295119,-0.817532565,-2.511555814,-0.507805286,0
1.98,0.558331622,-0.448840995,0.970096452,-0.22291028,0.939857307,-1.010872952,-0.780904063,-0.448968545,0.207001862,0.498528951,0.205110621,0.636708612,0.046229703,0
22.47,0.206093982,5.153524618,5.229468882,0.939039595,-0.63503286,4.031435051,-0.729706928,1.266713456,-0.842769191,-0.102946074,-0.597597213,1.060154226,-2.28613708,1
49.08,-1.631852396,1.26729736,0.524545621,-0.639090846,0.256665791,-0.067761022,-0.75677402,0.024425545,0.675388901,-0.06984083,0.943418297,-0.474156243,-0.071828842,0
342.17,-2.216291378,1.538894356,0.088947792,-1.342662067,1.1339427,0.26527883,1.265805873,0.475360227,-0.339987745,-0.264799427,-0.213783229,-0.55126958,0.274488176,0
192.1,0.768827403,-0.112766535,-0.765809609,-0.346492481,0.445019734,-0.716897897,0.123098727,1.033254284,0.207185053,-0.365757571,0.405437522,-0.03354371,-0.2496662,0
1.0,1.008195283,1.190738469,0.81938266,-0.509508793,0.875556334,-0.559296362,-1.217787548,1.661700744,-0.358559682,1.226676385,0.311830731,0.187967177,0.132772519,0
87.19030411,0.142170572,1.240908024,0.108119362,-0.657935597,0.458313759,-0.248195257,-0.662355167,0.452723452,-0.031060425,0.803712232,0.167762898,0.285129776,-0.632594715,1
52.52,2.558179424,-1.3686003,1.811986311,-1.113234484,-2.393798973,-0.298089741,-1.435867707,-1.731893613,0.969533555,0.307497589,-1.09942031,0.399845846,1.064717002,0
51.0,0.380052602,-1.385157399,-1.571992271,-0.801541502,-0.986596788,1.432025566,-0.102002556,0.813736049,-0.107048228,0.406436179,0.022649308,-0.023230449,-0.310283504,0
12.27,0.386943185,-0.494476075,0.000992576,-0.363611668,-0.094383946,-1.966090101,-0.990045136,0.385729027,0.805601691,0.611803434,0.41172634,-0.223144069,-0.174665814,0
1.0,-4.459381012,6.130226173,-0.578106974,-1.011425905,-2.761183272,-3.370655562,-8.067353212,-1.306400401,-1.651607541,-2.976527984,-0.168486149,-0.112065064,0.282395836,1
40.0,0.141381153,-0.73266557,3.278824942,-0.57648688,1.504278058,1.165986372,-2.8542086,-0.484853094,-0.008735664,-0.194617153,0.707792955,0.699021293,-0.238083318,0
22.09,-1.417122786,-1.521059085,-0.314009823,-1.014817807,-0.149493335,-0.898196975,0.347077409,1.050225309,-0.758307943,-0.101889083,-0.196034704,0.758200387,-0.184623991,0
23.0,-0.634881254,-1.048726724,1.310329647,-1.70615218,1.912435584,-0.266017386,0.551096076,-0.113135676,-0.697075094,-0.544743415,-0.329548921,-0.07884647,0.05527621,0
11.5,0.680864992,-1.042940173,2.399620409,4.278219819,-0.51091686,-0.816234907,-0.011291282,1.299922635,-0.480321499,-0.155777561,0.384921221,0.787144808,0.204309769,0
4.0,1.57145739,-0.286788777,-0.024832205,-0.433369828,0.561357683,-0.515858398,-0.026068251,-0.70190399,-0.032639658,-0.359516343,-0.127561736,0.657761811,0.010739935,0
101.38,0.660587955,0.752447515,-0.653887822,-0.726676025,-0.075259349,-0.312536991,2.079223877,-0.301460136,0.499298466,0.201825294,0.181814193,-0.054557637,0.017587977,0
197.7,0.311881545,-3.484150885,0.05841005,-1.156432851,0.257417243,-2.658914827,0.265249316,0.880109479,-0.044218891,-0.712895283,0.64535452,-0.635212957,0.581149069,0
421.17,-0.142670342,-1.690311605,-1.830812239,-0.764238851,-0.231581673,-0.503617803,0.019845843,1.103842174,-1.970921536,0.215756284,1.490569269,0.098778851,0.321206137,0
59.95,1.159262336,1.658908801,-0.821246735,0.911144952,-0.666331133,-0.229675641,-0.256209895,-2.244074372,-0.877172978,0.604153371,-0.675580283,0.458776818,-0.187112243,0
40.56,0.969930843,0.462024925,-0.709699768,0.528021217,-0.882434363,-0.146993597,-0.149310442,1.948522377,0.816809799,-0.689261909,0.306766942,-0.664232491,-0.036972463,0
1.0,-0.456688619,-0.695224308,-1.019514219,-1.067688087,-0.663432886,-0.350136556,0.055990623,1.240205673,0.25950071,-0.472882524,0.145412588,0.072256788,-0.21759047,0
149.62,2.536346738,1.378155224,-0.33832077,0.462387778,0.239598554,0.090794172,-0.311169354,1.468176972,-0.470400525,0.207971242,0.02579058,0.40399296,0.251412098,0
48.0,-1.254256386,-1.043349425,-0.621028599,-0.095317797,-0.91558514,0.974718232,0.318302038,-0.405250444,1.262440195,0.025846603,-0.540380878,0.949750969,-0.062713385,0
0.83,-7.561564108,5.177772691,-2.856810729,-1.795236012,-8.749756302,-8.329711384,-9.588145736,0.148787612,-7.589494881,-12.50869129,-4.375512038,2.4678692,0.067734138,1
16.0,0.852989186,-1.23065452,2.349452259,3.894622032,-1.79238719,-1.058624929,0.035787686,1.390422933,0.627906787,-0.426121906,0.509830351,-0.106886625,0.399538525,0
32.1,-0.73245543,0.221006698,-0.07475238,0.256019842,-0.53538285,-0.049760514,-0.624812926,0.227923116,0.437155477,-0.854778956,0.077904845,0.006344309,0.013858454,0
293.5,-1.719705703,-0.36694984,-0.116542227,0.931834932,-0.26153722,0.69105449,0.600772579,0.567962827,-2.406759424,0.386680978,0.586465732,-1.81476794,-0.163280825,0
12.0,0.204313212,0.173442211,-0.345966956,-0.672585942,-0.491926891,-0.439555999,0.30218338,1.237546789,0.409131663,0.695572212,-0.412135156,-0.416748797,-0.597268373,0
34.99,0.961610196,-0.609235086,-1.552951927,-0.724113249,-1.011105928,0.604630054,-0.39584055,1.144172681,1.49473604,0.068655358,-0.817863683,0.219096102,0.122389213,0
9.99,1.278827028,1.346008423,-1.006421742,-0.206452253,-0.57789702,-0.194025893,-0.304995416,0.208454193,0.09074041,-0.232242318,-0.028937873,-0.209927087,-0.150294328,0
42.81,-1.723616532,0.488005057,0.148730099,-1.257566981,0.230780633,-0.363202273,-0.619000748,0.207291996,0.410713918,0.261578136,1.019454293,-0.206104615,-0.11602983,0
90.0,1.335466197,1.397446779,-1.05291681,-0.2328249,-0.45767209,-0.086163075,0.00023758,1.605439156,0.229261805,-0.247047354,-0.301389546,-1.28977279,0.017618502,0
15.95,-0.030737525,0.288628272,-0.652123134,0.34489445,-1.146257812,-0.210188423,1.400719413,-0.497546762,1.015527539,-0.323994906,1.024691632,-0.018526617,-0.22142178,0
444.98,-1.201207147,1.376932561,-0.029364326,0.169823134,3.022870635,-0.054194635,2.525497788,-0.537371672,-0.258999379,0.217676219,0.86880274,0.967180251,-1.519463654,0
232.0583179,-16.21233359,8.338003195,-13.16477444,-2.763064761,-14.21681079,-13.93284903,-11.27683906,0.086001804,-9.683031987,-20.24726982,-7.775551577,1.701581279,-1.46658719,1
38.01,1.339546903,0.627269269,2.448484044,-1.637737245,-0.478841114,-0.68847032,1.753440304,-0.086253307,0.494978975,-0.170321713,0.539627373,-0.692884651,-0.344084482,0
7.18,-0.681641177,-0.839827428,2.221491036,3.436988784,-0.539651366,-0.470609582,-0.069728786,1.224820612,0.850865281,-0.454014369,0.183519788,0.057622813,-0.070757885,0
218.5363741,-4.037768557,2.064897563,-1.712161987,-1.157599911,-1.844588567,-3.675816115,-5.150324761,0.648166177,-3.833954214,-5.704609753,-1.3736339,1.747806413,0.576911263,1
364.76,-1.528438655,0.33568123,-0.383887266,-0.144240731,0.29087141,-0.204129487,0.497382572,-0.778441519,-0.278136825,-0.260454747,-0.068844271,0.463162784,0.48140765,0
1282.49,-2.387402825,-0.211510348,-1.204326962,2.185307709,0.41014474,0.094713937,0.067800028,-0.107546441,0.653474316,0.741682063,-2.14185313,0.003051404,2.481890009,0
15.2,1.154006337,-1.93218294,0.030129225,-1.431541375,0.948674745,-1.362616483,0.155221603,0.916891902,-0.435527467,-0.461781022,-0.171219786,0.137843973,-0.173137735,0
21.99,-0.108589362,0.251833622,0.433320296,0.302627979,0.0304876,-0.138591231,0.043292734,1.308697332,0.38688846,-0.694328858,-0.620008972,0.038689389,0.008126367,0
44.94,0.043523206,0.10901212,-0.394905269,-1.307819301,0.34967687,-0.14534123,0.487055676,0.886172099,0.136276081,-0.187306424,-0.967337136,0.271646086,-0.01481004,0
3.56,1.225215917,-0.300256631,-0.387167905,-0.80027172,0.472932892,1.127763464,0.311476755,0.328361204,0.309206933,-0.536113735,0.161182916,0.114563989,0.534608421,0
36.0,1.242188238,0.87179753,0.310174374,-0.301407147,0.782088615,-0.282801069,0.380212397,1.267328451,-0.614865669,0.089937252,-0.324368663,0.06674022,0.047294113,0
9.05,-0.04780879,-0.572383694,0.322026675,-1.13937225,0.882063806,-0.715576466,0.196006418,-0.912671379,-0.251105556,-0.211521247,-0.854855282,0.017864388,-0.052997802,0
3.84,1.564921285,-1.076933676,-0.228405377,-0.817686649,0.460620843,0.226334143,-0.198604109,0.043789627,0.445704761,-0.750919654,-0.022724079,0.05500439,0.115900737,0
0.99,0.394368394,0.777900264,-0.441508816,-0.337300249,-0.184598282,-0.193924924,-0.113801924,-0.305572371,-0.196369308,-0.059840194,-0.336484782,0.38005175,-0.154270277,0
99.99,-0.931616394,-0.504420362,0.524012381,-0.427619488,1.33969033,0.366097071,1.643620467,0.007384617,-0.166367765,-0.165111505,0.823285169,0.207427401,-0.050266475,0
247.0,-1.569833669,0.383202793,1.324750785,0.220416897,2.139000416,-0.883281688,1.295008622,-0.011454213,-1.671037222,0.721581402,-1.581877493,-1.589479476,0.144654209,0
0.99,-1.028940164,-1.469145834,0.621771059,-0.733329848,0.650675969,0.967403105,0.296891794,-0.731362268,0.0944975,-0.996493484,0.318937938,-0.87573237,0.168224429,0
62.4,-0.061435774,-1.635914465,-0.912920697,-0.369599936,-0.682534977,1.560161408,-0.079136753,-0.194552961,-0.012909683,-0.017179061,0.129028859,0.606000399,-0.164901135,0
4.552663906,-4.05745637,5.560251882,-3.075320929,-1.331740174,-5.719876312,-6.184314273,-8.173957203,0.671186189,-7.904939434,-14.4294033,-5.456280725,2.635378131,1.051704714,1
158.0,1.041116177,-0.479614225,-1.730862896,0.197209157,-1.2097729,0.598606011,-0.205700841,0.044018833,1.103042864,0.486843079,-0.870251556,0.274205202,0.270944505,0
22.92,-1.439932106,-0.842505039,1.401880361,-0.742885713,0.995606883,-0.346257331,1.069790531,-1.425532566,-0.108812807,-0.589591324,0.244212964,0.526363173,-0.040854324,0
76.06,1.347013214,1.340068541,-0.759283113,-0.085269257,0.18322763,-0.162602766,-0.327236024,1.480569001,-1.289145756,0.563340408,0.3980497,2.165333749,0.411527065,0
0.89,-0.558111719,-0.536517194,0.247891051,-1.01839707,0.661617026,0.161420381,0.59703588,-0.376477863,-0.250287452,-0.601877033,0.505123285,0.255508565,0.046390476,0
27.16671623,-13.06105112,8.760884755,-10.91859025,-2.843059565,-14.34485701,-12.9925769,-10.94011033,0.882962493,-11.08688792,-21.18348054,-8.128133808,3.382852847,-0.689528727,1
2.31,-2.381505854,-0.271068707,1.001760053,-0.824491786,0.677221858,0.171610581,0.88118796,-0.30170653,-0.312909046,-0.714135106,0.072324396,0.571906629,-0.16318549,0
15.32,2.831361892,0.626674598,-0.334098651,0.122933048,-0.082617524,-0.055653436,-0.610856448,0.819250091,-0.672280303,0.431724714,-0.5127094,0.422357254,-0.129468087,0
